person_id,contact_date,fc_num,sex,race,age,build,hair_style,ethnicity,skin_tone,deceased,license_type,license_state,was_frisked
30766252033,2022-01-02 14:20:00.0000000,FC22000026,Male,Black,56,Medium,Short,Unknown,Medium Brown,0,,MA,0
30754808684,2022-01-02 17:00:00.0000000,FC22000014,Male,Black,24,Thin,Short,Hispanic Origin,Medium Brown,0,Instruction Permit,MA,0
30755200606,2022-01-02 18:35:00.0000000,FC22000015,Male,Black,20,Thin,NULL,Hispanic Origin,NULL,0,,MA,1
30755205660,2022-01-02 18:35:00.0000000,FC22000015,Male,White,18,Thin,NULL,Hispanic Origin,NULL,0,,MA,1
30755211442,2022-01-02 18:35:00.0000000,FC22000015,Male,Black,18,NULL,NULL,Not of Hispanic Origin,NULL,0,,MA,1
30755213925,2022-01-02 18:35:00.0000000,FC22000015,Male,White,21,Medium,NULL,Hispanic Origin,NULL,0,None,MA,1
30761605536,2022-01-02 22:15:00.0000000,FC22000021,Male,Black,14,NULL,NULL,NULL,NULL,0,,NULL,1
30761619492,2022-01-02 22:15:00.0000000,FC22000021,Male,White,15,NULL,NULL,Hispanic Origin,NULL,0,,NULL,1
30761621480,2022-01-02 22:15:00.0000000,FC22000021,Male,Black,18,NULL,NULL,Not of Hispanic Origin,NULL,0,Class D,MA,1
30756711263,2022-01-03 00:15:00.0000000,FC22000017,Male,White,51,Thin,NULL,Hispanic Origin,NULL,0,,MA,0
30760582299,2022-01-03 09:00:00.0000000,FC22000019,Male,White,51,Medium,NULL,Hispanic Origin,NULL,0,,MA,1
30760587086,2022-01-03 09:00:00.0000000,FC22000019,Male,White,56,Medium,NULL,Not of Hispanic Origin,NULL,0,,NULL,1
30761146998,2022-01-03 12:20:00.0000000,FC22000020,Male,Black,17,Medium,Short,Not of Hispanic Origin,Dark,0,None,MA,1
30761147402,2022-01-03 12:20:00.0000000,FC22000020,Female,Black,20,NULL,NULL,Unknown,NULL,0,Other: Class 10 - RI,RI,1
30762317021,2022-01-03 17:03:00.0000000,FC22000022,Male,Black,23,Thin,Dreadlocks,NULL,Medium Brown,0,Class D,MA,0
30762787900,2022-01-03 18:21:00.0000000,FC22000023,Male,White,35,Thin,Short,Not of Hispanic Origin,Medium,0,,MA,1
30770758967,2022-01-04 20:35:00.0000000,FC22000028,Male,Black,33,Medium,NULL,Not of Hispanic Origin,NULL,0,,MA,0
30770845175,2022-01-04 20:39:00.0000000,FC22000029,Male,Other,41,NULL,NULL,Hispanic Origin,NULL,0,Class D,MA,NULL
30770845175,2022-01-04 20:39:00.0000000,FC22000029,Male,Other,41,NULL,NULL,Hispanic Origin,NULL,0,Class D,MA,NULL
30770852604,2022-01-04 20:39:00.0000000,FC22000029,Male,Black,34,Thin,NULL,Not of Hispanic Origin,NULL,0,Class D,MA,1
30770857283,2022-01-04 20:39:00.0000000,FC22000029,Male,Black,60,Unknown,NULL,Not of Hispanic Origin,NULL,0,,MA,NULL
30777006338,2022-01-04 22:15:00.0000000,FC22000037,Male,Black,27,Thin,Short,Not of Hispanic Origin,Medium Brown,0,,MA,0
30776775972,2022-01-05 00:00:00.0000000,FC22000036,Female,White,24,NULL,NULL,NULL,NULL,0,Class D,MA,0
30773487277,2022-01-05 08:25:00.0000000,FC22000031,Male,White,39,Thin,Short,Not of Hispanic Origin,Light Brown,0,Class D,MA,1
30773473151,2022-01-05 08:25:00.0000000,FC22000031,Male,Unknown,42,NULL,NULL,NULL,NULL,0,,NULL,NULL
30773474787,2022-01-05 08:40:00.0000000,FC22000030,Male,Black,39,Muscular,NULL,Not of Hispanic Origin,NULL,0,"ID - Had a License, now has ID",MA,0
30773909547,2022-01-05 10:00:00.0000000,FC22000032,Male,Asian,50,Medium,NULL,Not of Hispanic Origin,NULL,0,,MA,0
30775823159,2022-01-05 10:34:00.0000000,FC22000035,Male,White,59,Heavy,NULL,Not of Hispanic Origin,NULL,0,"ID - Had a License, now has ID",MA,1
30775823926,2022-01-05 10:34:00.0000000,FC22000035,Male,White,36,Medium,Short,Hispanic Origin,Medium,0,"ID - Had a License, now has ID",MA,1
30778462161,2022-01-05 20:50:00.0000000,FC22000039,Male,Black,32,NULL,NULL,Not of Hispanic Origin,NULL,0,ID Only - Never had Personal Driver License,IL,1
30778004764,2022-01-05 21:26:00.0000000,FC22000038,Male,Black,29,Medium,NULL,Not of Hispanic Origin,NULL,0,,MA,0
30781016087,2022-01-06 00:00:00.0000000,FC22000040,Male,White,40,Unknown,NULL,Hispanic Origin,NULL,0,,MA,1
30781288092,2022-01-06 03:30:00.0000000,FC22000041,Female,White,44,Medium,NULL,Not of Hispanic Origin,NULL,0,,MA,0
30781290758,2022-01-06 03:30:00.0000000,FC22000041,Female,White,35,Thin,Wavy,Not of Hispanic Origin,NULL,0,,MA,0
30781296204,2022-01-06 03:30:00.0000000,FC22000041,Female,White,27,NULL,NULL,NULL,NULL,0,,MA,0
30781299092,2022-01-06 03:30:00.0000000,FC22000041,Male,Black,26,Medium,NULL,Not of Hispanic Origin,NULL,0,Class D,MA,0
30781791497,2022-01-06 05:00:00.0000000,FC22000042,Male,White,46,Thin,NULL,Not of Hispanic Origin,NULL,0,,MA,0
30783406894,2022-01-06 12:00:00.0000000,FC22000043,Male,Black,53,Medium,Bald or Balding,NULL,Medium Brown,0,Class D,MA,0
30794235840,2022-01-06 12:55:00.0000000,FC22000044,Male,Black,20,Thin,Afro,NULL,Medium,0,,MA,1
30824015845,2022-01-06 15:40:00.0000000,FC22000051,Male,Black,29,Medium,Short,NULL,Medium,0,,MA,1
30824021508,2022-01-06 15:40:00.0000000,FC22000051,Female,Black,24,NULL,NULL,Not of Hispanic Origin,NULL,0,Class D,MA,1
30819549404,2022-01-06 21:54:00.0000000,FC22000045,Male,Black,24,Medium,NULL,Not of Hispanic Origin,Dark Brown,0,,MA,0
30819972666,2022-01-06 23:06:00.0000000,FC22000046,Male,White,22,Thin,Straight,Hispanic Origin,Light,0,Class D,MA,0
30819975498,2022-01-06 23:06:00.0000000,FC22000046,Male,NULL,16,NULL,NULL,NULL,NULL,0,,NULL,0
30822983405,2022-01-07 00:28:00.0000000,FC22000048,Male,Black,23,NULL,NULL,Hispanic Origin,NULL,0,Class D,MA,0
30822984208,2022-01-07 00:28:00.0000000,FC22000048,Female,Black,NULL,NULL,NULL,Unknown,NULL,0,,NULL,0
30822848557,2022-01-07 01:00:00.0000000,FC22000047,Male,White,19,NULL,NULL,Not of Hispanic Origin,NULL,0,,NULL,1
30822850219,2022-01-07 01:00:00.0000000,FC22000047,Female,White,19,NULL,NULL,Not of Hispanic Origin,NULL,0,Class D,MA,0
30823043288,2022-01-07 02:11:00.0000000,FC22000049,Male,Black,47,Medium,Short,Not of Hispanic Origin,Dark Brown,0,ID Only - Never had Personal Driver License,MA,0
30823043931,2022-01-07 02:11:00.0000000,FC22000049,Female,White,38,NULL,NULL,Not of Hispanic Origin,NULL,0,Class D,MA,0
30823044892,2022-01-07 02:11:00.0000000,FC22000049,Female,Black,NULL,NULL,NULL,Unknown,NULL,0,,NULL,0
30823680518,2022-01-07 08:00:00.0000000,FC22000050,Female,White,56,Thin,Straight,Not of Hispanic Origin,Light,0,,MA,0
30823680518,2022-01-07 08:00:00.0000000,FC22000050,Female,White,56,Thin,Straight,Not of Hispanic Origin,Light,0,,MA,NULL
30824852618,2022-01-07 09:00:00.0000000,FC22000053,Female,Other,29,NULL,NULL,Not of Hispanic Origin,NULL,0,,NULL,1
30842554355,2022-01-07 10:30:00.0000000,FC22000052,Male,White,33,Thin,Bald or Balding,Not of Hispanic Origin,Light,0,,MA,1
30826151995,2022-01-07 13:28:00.0000000,FC22000054,Male,White,37,Heavy,NULL,Hispanic Origin,NULL,0,,MA,1
30826585846,2022-01-07 14:48:00.0000000,FC22000055,Male,White,37,Thin,NULL,Unknown,Medium,0,Class D,MA,0
30852201494,2022-01-07 17:50:00.0000000,FC22000056,Male,Black,20,NULL,NULL,Not of Hispanic Origin,NULL,0,Instruction Permit,MA,0
30866742947,2022-01-07 18:50:00.0000000,FC22000057,Male,Black,17,NULL,NULL,Not of Hispanic Origin,NULL,0,,NULL,0
30914926070,2022-01-08 01:35:00.0000000,FC22000059,Male,Black,29,Medium,NULL,Not of Hispanic Origin,NULL,0,Class D,MA,0
30903712457,2022-01-08 02:09:00.0000000,FC22000058,Male,Black,27,Thin,NULL,Not of Hispanic Origin,Medium Brown,0,,MA,0
30903788682,2022-01-08 02:09:00.0000000,FC22000058,Male,Black,24,Heavy,Braided,NULL,Dark Brown,0,,MA,0
30984739755,2022-01-08 11:45:00.0000000,FC22000060,Male,Black,39,Stocky,NULL,Hispanic Origin,NULL,0,,MA,0
31007893487,2022-01-08 12:23:00.0000000,FC22000061,Male,Black,17,Thin,Braided,Not of Hispanic Origin,Light Brown,0,,MA,1
31008059799,2022-01-08 12:23:00.0000000,FC22000061,Male,Black,18,NULL,NULL,Not of Hispanic Origin,NULL,0,ID Only - Never had Personal Driver License,MA,1
31037095824,2022-01-08 18:30:00.0000000,FC22000062,Male,White,31,Thin,NULL,Not of Hispanic Origin,NULL,0,,MA,0
31040294953,2022-01-08 20:14:00.0000000,FC22000066,Male,Black,19,Thin,NULL,Not of Hispanic Origin,NULL,0,Class D,MA,1
31040299964,2022-01-08 20:14:00.0000000,FC22000066,Male,Black,21,NULL,NULL,Not of Hispanic Origin,NULL,0,Class D,MA,1
31040301137,2022-01-08 20:14:00.0000000,FC22000066,Male,Black,20,NULL,NULL,NULL,NULL,0,,MA,1
31040302222,2022-01-08 20:14:00.0000000,FC22000066,Male,Black,18,Thin,Afro,Unknown,Dark,0,Class D,MA,1
31040302926,2022-01-08 20:14:00.0000000,FC22000066,Male,Black,19,NULL,NULL,Hispanic Origin,NULL,0,None,MA,1
31039032223,2022-01-09 00:00:00.0000000,FC22000064,Male,Black,21,Medium,NULL,Not of Hispanic Origin,Light Brown,0,Class D,MA,0
31039032997,2022-01-09 00:00:00.0000000,FC22000064,Male,Black,22,Medium,NULL,Not of Hispanic Origin,NULL,0,,MA,0
31039180657,2022-01-09 01:50:00.0000000,FC22000065,Male,Black,25,Heavy,Unknown,Not of Hispanic Origin,Medium Brown,0,Class D,MA,0
31039007093,2022-01-09 02:24:00.0000000,FC22000063,Female,Black,27,Medium,NULL,Not of Hispanic Origin,NULL,0,,MA,0
31042397258,2022-01-09 17:43:00.0000000,FC22000067,Male,Black,25,Medium,NULL,Not of Hispanic Origin,NULL,0,Class D,MA,0
31065618919,2022-01-09 22:51:00.0000000,FC22000073,Male,Black,NULL,NULL,NULL,NULL,NULL,0,,NULL,0
31063309003,2022-01-09 23:07:00.0000000,FC22000069,Male,Black,16,Medium,Corn Rows,Not of Hispanic Origin,Dark Brown,0,,MA,NULL
31063309003,2022-01-09 23:07:00.0000000,FC22000069,Male,Black,16,Medium,Corn Rows,Not of Hispanic Origin,Dark Brown,0,,MA,1
31063314502,2022-01-09 23:07:00.0000000,FC22000069,Male,Black,41,Medium,NULL,Not of Hispanic Origin,NULL,0,,MA,0
31066348287,2022-01-10 00:00:00.0000000,FC22000076,Male,Black,28,Medium,NULL,Not of Hispanic Origin,NULL,0,,MA,0
31061800649,2022-01-10 01:35:00.0000000,FC22000068,Male,Black,24,Thin,Short,Hispanic Origin,Medium Brown,0,Instruction Permit,MA,1
31063363948,2022-01-10 05:49:00.0000000,FC22000070,Male,Black,22,Thin,Afro,Not of Hispanic Origin,Medium Brown,0,Class D,MA,0
31063364791,2022-01-10 05:49:00.0000000,FC22000070,Female,Black,16,Medium,Braided,Not of Hispanic Origin,Medium Brown,0,,MA,0
31064493729,2022-01-10 08:43:00.0000000,FC22000071,Male,White,49,Medium,NULL,Not of Hispanic Origin,NULL,0,,MA,0
31065742042,2022-01-10 13:01:00.0000000,FC22000074,Male,White,56,NULL,NULL,NULL,NULL,0,,NULL,NULL
31065744083,2022-01-10 13:01:00.0000000,FC22000074,Male,White,45,Medium,Bald or Balding,NULL,Light,0,,MA,1
31608364523,2022-01-10 14:03:00.0000000,FC22000524,Male,White,57,NULL,NULL,Not of Hispanic Origin,NULL,0,Class D,MA,NULL
31608375994,2022-01-10 14:03:00.0000000,FC22000524,Male,Unknown,30,NULL,NULL,NULL,NULL,0,Other: 10,RI,NULL
31608375994,2022-01-10 14:03:00.0000000,FC22000524,Male,Unknown,30,NULL,NULL,NULL,NULL,0,Other: 10,RI,1
31066193104,2022-01-10 14:07:00.0000000,FC22000075,Male,Other,15,NULL,NULL,Hispanic Origin,NULL,0,,NULL,1
31066216711,2022-01-10 14:07:00.0000000,FC22000075,Male,NULL,16,NULL,NULL,NULL,NULL,0,,NULL,1
31066251112,2022-01-10 14:07:00.0000000,FC22000075,Male,NULL,15,NULL,NULL,NULL,NULL,0,,NULL,1
31067473836,2022-01-10 18:00:00.0000000,FC22000077,Female,White,41,Thin,Curly,NULL,Light,0,,MA,0
31071383091,2022-01-10 19:02:00.0000000,FC22000078,Female,White,29,NULL,NULL,Not of Hispanic Origin,NULL,0,Class D,MA,0
31078055624,2022-01-10 20:45:00.0000000,FC22000079,Male,White,37,Thin,NULL,Unknown,Medium,0,Class D,MA,0
31090447686,2022-01-10 21:00:00.0000000,FC22000081,Male,Black,22,Medium,Short,Not of Hispanic Origin,Medium Brown,0,ID Only - Never had Personal Driver License,MA,1
31090456136,2022-01-10 21:00:00.0000000,FC22000081,Male,Black,24,NULL,NULL,Not of Hispanic Origin,NULL,0,ID Only - Never had Personal Driver License,MA,1
31090458222,2022-01-10 21:00:00.0000000,FC22000081,Male,Black,26,NULL,NULL,Hispanic Origin,NULL,0,"ID - Had a License, now has ID",MA,0
31082662991,2022-01-10 21:20:00.0000000,FC22000080,Male,Black,27,Thin,NULL,Not of Hispanic Origin,NULL,0,,MA,1
31082812735,2022-01-10 21:20:00.0000000,FC22000080,Male,Black,24,NULL,NULL,NULL,NULL,0,Class D,MA,1
31082966504,2022-01-10 21:20:00.0000000,FC22000080,Female,Black,21,Thin,NULL,Hispanic Origin,NULL,0,Class D,MA,0
31083352473,2022-01-10 21:20:00.0000000,FC22000080,Male,White,20,NULL,NULL,Hispanic Origin,NULL,0,Class D,MA,1
31091425783,2022-01-10 22:45:00.0000000,FC22000082,Male,White,23,Thin,Straight,NULL,Light,0,,MA,1
31091425858,2022-01-10 22:45:00.0000000,FC22000082,Male,Black,22,NULL,NULL,Hispanic Origin,NULL,0,,NULL,1
31113243767,2022-01-11 02:00:00.0000000,FC22000098,Male,White,NULL,NULL,NULL,Not of Hispanic Origin,NULL,0,,NULL,0
31092165410,2022-01-11 06:55:00.0000000,FC22000083,Male,White,53,Medium,NULL,Hispanic Origin,NULL,0,,MA,0
31095001294,2022-01-11 10:34:00.0000000,FC22000084,Female,White,21,NULL,NULL,Hispanic Origin,NULL,0,Class D,MA,0
31096918930,2022-01-11 11:50:00.0000000,FC22000085,Male,Black,63,NULL,NULL,Not of Hispanic Origin,NULL,0,Class D,MA,0
31097247561,2022-01-11 11:50:00.0000000,FC22000085,Male,Black,48,NULL,NULL,Not of Hispanic Origin,NULL,0,Class D,MA,0
31108953907,2022-01-11 15:13:00.0000000,FC22000087,Male,Other,19,NULL,NULL,Hispanic Origin,NULL,0,,NULL,0
31108957260,2022-01-11 15:13:00.0000000,FC22000087,Male,White,18,Thin,NULL,NULL,Dark Brown,0,,MA,0
31111494450,2022-01-11 15:22:00.0000000,FC22000092,Male,Black,42,Medium,NULL,Not of Hispanic Origin,NULL,0,Class D,MA,1
31111503017,2022-01-11 15:22:00.0000000,FC22000092,Male,Black,48,Medium,Short,Not of Hispanic Origin,Medium Brown,0,,MA,1
31109808971,2022-01-11 15:30:00.0000000,FC22000089,Male,Black,25,Unknown,NULL,Not of Hispanic Origin,NULL,0,,MA,1
31108502917,2022-01-11 15:30:00.0000000,FC22000086,Male,White,36,NULL,NULL,Not of Hispanic Origin,NULL,0,None,MA,1
31109231585,2022-01-11 16:44:00.0000000,FC22000088,Female,White,37,Medium,NULL,Not of Hispanic Origin,NULL,0,,NULL,0
31109244111,2022-01-11 16:44:00.0000000,FC22000088,Male,White,42,Thin,Unkempt,Not of Hispanic Origin,Medium,0,ID Only - Never had Personal Driver License,MA,0
31110728002,2022-01-11 18:30:00.0000000,FC22000090,Male,Black,23,Thin,Wavy,Hispanic Origin,Light Brown,0,Class D,MA,0
31110852865,2022-01-11 18:30:00.0000000,FC22000090,Female,Black,48,NULL,NULL,Hispanic Origin,NULL,0,Class D,MA,0
31111735938,2022-01-11 18:35:00.0000000,FC22000093,Male,Black,19,Medium,Wavy,Not of Hispanic Origin,Medium,0,Class D,MA,0
31112567030,2022-01-11 20:00:00.0000000,FC22000096,Male,White,38,NULL,NULL,Not of Hispanic Origin,NULL,0,"ID - Had a License, now has ID",MA,0
31112428090,2022-01-11 20:50:00.0000000,FC22000094,Male,Black,55,NULL,NULL,Not of Hispanic Origin,NULL,0,Class D,MA,0
31112499434,2022-01-11 21:07:00.0000000,FC22000095,Male,White,26,NULL,NULL,Hispanic Origin,NULL,0,Class D,MA,0
31112509808,2022-01-11 21:07:00.0000000,FC22000095,Male,Other,27,NULL,NULL,Hispanic Origin,NULL,0,Class D,MA,0
31113010802,2022-01-11 23:30:00.0000000,FC22000097,Male,White,28,Thin,Braided,Hispanic Origin,Light,0,Class D,MA,1
31113017270,2022-01-11 23:30:00.0000000,FC22000097,Male,Black,21,Medium,Braided,Hispanic Origin,Medium,0,ID Only - Never had Personal Driver License,MA,1
31113020566,2022-01-11 23:30:00.0000000,FC22000097,Male,White,21,Thin,NULL,Hispanic Origin,NULL,0,,MA,NULL
31113315530,2022-01-11 23:40:00.0000000,FC22000099,Male,White,31,Heavy,Receding or Slightly Receding,Not of Hispanic Origin,Light,0,"ID - Had a License, now has ID",MA,0
31114093332,2022-01-12 00:37:00.0000000,FC22000100,Male,Unknown,30,NULL,NULL,NULL,NULL,0,,NULL,NULL
31114097138,2022-01-12 00:37:00.0000000,FC22000100,Male,White,48,Heavy,Short,Not of Hispanic Origin,Light,0,ID Only - Never had Personal Driver License,MA,1
31115720044,2022-01-12 08:30:00.0000000,FC22000102,Male,White,36,Thin,NULL,Not of Hispanic Origin,Light,0,Class D,MA,0
31115411331,2022-01-12 09:15:00.0000000,FC22000101,Male,Black,30,Medium,Braided,Unknown,Medium Brown,0,Class D,MA,1
31115413385,2022-01-12 09:15:00.0000000,FC22000101,Female,Black,23,NULL,NULL,NULL,NULL,0,,NULL,0
31116029991,2022-01-12 10:04:00.0000000,FC22000103,Male,Black,NULL,NULL,NULL,Unknown,NULL,0,,NULL,0
31117034774,2022-01-12 11:50:00.0000000,FC22000104,Male,White,18,Thin,Dreadlocks,Hispanic Origin,Light,0,,MA,1
31117035883,2022-01-12 11:50:00.0000000,FC22000104,Male,Black,16,Thin,Dreadlocks,NULL,Light Brown,0,,MA,1
31117058654,2022-01-12 11:50:00.0000000,FC22000104,Male,Unknown,17,NULL,NULL,Hispanic Origin,NULL,0,Instruction Permit,MA,1
31117059365,2022-01-12 11:50:00.0000000,FC22000104,Male,Black,15,NULL,NULL,Not of Hispanic Origin,NULL,0,,NULL,1
31122222793,2022-01-12 18:15:00.0000000,FC22000111,Male,Black,28,Thin,NULL,Not of Hispanic Origin,NULL,0,Class D,MA,0
31119461954,2022-01-12 18:25:00.0000000,FC22000105,Male,Black,40,Medium,Dreadlocks,Not of Hispanic Origin,Medium,0,Class D,MA,0
31120421251,2022-01-12 18:52:00.0000000,FC22000108,Male,Unknown,15,NULL,NULL,Hispanic Origin,NULL,0,,NULL,1
31120427603,2022-01-12 18:52:00.0000000,FC22000108,Male,Black,14,Thin,NULL,Hispanic Origin,Dark,0,,MA,1
31120444726,2022-01-12 18:52:00.0000000,FC22000108,Male,Other,15,NULL,NULL,Hispanic Origin,NULL,0,,NULL,1
31120367268,2022-01-12 20:15:00.0000000,FC22000107,Male,Black,32,Thin,Bald or Balding,NULL,Medium Brown,0,,MA,0
31120788401,2022-01-12 21:00:00.0000000,FC22000109,Male,White,56,Thin,NULL,Not of Hispanic Origin,Light,0,,MA,0
31138684239,2022-01-12 21:24:00.0000000,FC22000122,Male,Black,48,NULL,NULL,Unknown,NULL,0,Class D,MA,0
31121801522,2022-01-12 22:10:00.0000000,FC22000110,Female,White,35,Medium,NULL,Not of Hispanic Origin,NULL,0,,MA,0
31121807306,2022-01-12 22:10:00.0000000,FC22000110,Male,White,59,Medium,Short,Not of Hispanic Origin,Light,0,Other: revoked,MA,0
31121808906,2022-01-12 22:10:00.0000000,FC22000110,Male,Black,51,Medium,Short,Unknown,Dark,0,,MA,0
31128781496,2022-01-13 00:00:00.0000000,FC22000114,Female,NULL,32,NULL,NULL,NULL,NULL,0,,NULL,0
31125594092,2022-01-13 00:41:00.0000000,FC22000112,Male,White,29,Thin,Shaved Head,Not of Hispanic Origin,Light,0,Class D,MA,0
31125626507,2022-01-13 00:41:00.0000000,FC22000112,Male,White,47,NULL,NULL,Unknown,NULL,0,Class D,MA,0
31125571893,2022-01-13 00:49:00.0000000,FC22000113,Male,Black,24,NULL,NULL,NULL,NULL,0,,NULL,1
31129014956,2022-01-13 09:35:00.0000000,FC22000116,Male,Asian,21,NULL,NULL,Not of Hispanic Origin,NULL,0,,NULL,1
31179452232,2022-01-13 10:00:00.0000000,FC22000133,Male,Black,43,Medium,NULL,Not of Hispanic Origin,Medium,0,Class D,MA,0
31129200767,2022-01-13 10:30:00.0000000,FC22000117,Male,White,55,Thin,NULL,Not of Hispanic Origin,NULL,0,,MA,NULL
31129209112,2022-01-13 10:30:00.0000000,FC22000117,Male,White,NULL,NULL,NULL,NULL,NULL,0,,NULL,0
31129683376,2022-01-13 10:30:00.0000000,FC22000118,Female,White,31,NULL,NULL,Not of Hispanic Origin,NULL,0,,NULL,0
31134090421,2022-01-13 11:30:00.0000000,FC22000120,Male,Black,42,Medium,NULL,Not of Hispanic Origin,NULL,0,,MA,0
31160467512,2022-01-13 12:00:00.0000000,FC22000127,Male,Asian,42,NULL,NULL,Not of Hispanic Origin,NULL,0,,NULL,1
31130234668,2022-01-13 12:20:00.0000000,FC22000119,Male,Black,33,NULL,NULL,NULL,NULL,0,,NULL,1
31136969453,2022-01-13 14:45:00.0000000,FC22000121,Male,Black,18,Thin,Short,Not of Hispanic Origin,Light,0,,MA,0
31139678007,2022-01-13 15:25:00.0000000,FC22000123,Male,Black,37,Thin,NULL,Not of Hispanic Origin,NULL,0,,MA,0
31143625839,2022-01-13 16:00:00.0000000,FC22000124,Male,White,58,NULL,NULL,Unknown,NULL,0,,NULL,0
31167397975,2022-01-13 16:14:00.0000000,FC22000129,Male,Black,26,Heavy,NULL,Not of Hispanic Origin,NULL,0,,MA,0
31167564866,2022-01-13 16:14:00.0000000,FC22000129,Female,Unknown,34,NULL,NULL,Unknown,NULL,0,,NULL,NULL
31152638025,2022-01-13 17:15:00.0000000,FC22000125,Male,White,29,NULL,NULL,Not of Hispanic Origin,NULL,0,Class D,MA,0
31155449711,2022-01-13 18:30:00.0000000,FC22000126,Male,Black,23,Obese,Short,Not of Hispanic Origin,Dark Brown,0,,NULL,0
31172272365,2022-01-13 18:42:00.0000000,FC22000130,Male,Black,29,Thin,NULL,Not of Hispanic Origin,NULL,0,,MA,1
31164550311,2022-01-13 20:15:00.0000000,FC22000128,Male,White,NULL,NULL,NULL,Not of Hispanic Origin,NULL,0,,NULL,0
31298495464,2022-01-13 20:54:00.0000000,FC22000187,Female,Black,24,Medium,NULL,Not of Hispanic Origin,NULL,0,,MA,0
31298498993,2022-01-13 20:54:00.0000000,FC22000187,Male,Black,25,Medium,Braided,Hispanic Origin,Light Brown,0,,MA,0
31178024349,2022-01-13 22:30:00.0000000,FC22000131,Male,Black,40,Medium,NULL,Not of Hispanic Origin,NULL,0,,MA,1
31198353708,2022-01-14 00:00:00.0000000,FC22000140,Male,Black,24,NULL,NULL,Unknown,NULL,0,,NULL,0
31190951487,2022-01-14 02:19:00.0000000,FC22000134,Male,Black,NULL,NULL,NULL,NULL,NULL,0,,NULL,0
31191473528,2022-01-14 02:34:00.0000000,FC22000135,Male,White,18,Medium,NULL,NULL,Light,0,,MA,1
31199014739,2022-01-14 07:13:00.0000000,FC22000144,Male,Unknown,48,NULL,NULL,Unknown,NULL,0,,NULL,NULL
31199014739,2022-01-14 07:13:00.0000000,FC22000144,Male,Unknown,48,NULL,NULL,Unknown,NULL,0,,NULL,NULL
31199050057,2022-01-14 07:13:00.0000000,FC22000144,Male,Black,30,Thin,NULL,Hispanic Origin,NULL,0,,MA,0
31199050057,2022-01-14 07:13:00.0000000,FC22000144,Male,Black,30,Thin,NULL,Hispanic Origin,NULL,0,,MA,NULL
31192595916,2022-01-14 08:10:00.0000000,FC22000136,Female,Black,NULL,NULL,NULL,NULL,NULL,0,,NULL,0
31194044844,2022-01-14 10:45:00.0000000,FC22000137,Male,Black,21,Medium,NULL,Not of Hispanic Origin,Light Brown,0,Class D,MA,0
31194049394,2022-01-14 10:45:00.0000000,FC22000137,Male,Black,20,NULL,NULL,Not of Hispanic Origin,NULL,0,Class D,MA,0
