person_id,contact_date,fc_num,sex,race,age,build,hair_style,ethnicity,skin_tone,deceased,license_type,license_state,was_frisked
19259428877,2021-01-03 14:00:00.0000000,FC21000026,Male,Other,24,NULL,NULL,Hispanic Origin,NULL,0,,RI,0
19259623214,2021-01-02 17:30:00.0000000,FC21000027,Male,White,19,Thin,NULL,Hispanic Origin,NULL,0,,MA,1
19259625731,2021-01-02 17:30:00.0000000,FC21000027,Male,White,20,NULL,NULL,Not of Hispanic Origin,NULL,0,ID Only - Never had Personal Driver License,MA,0
19259703107,2021-01-03 17:00:00.0000000,FC21000028,Male,Black,32,Heavy,NULL,Not of Hispanic Origin,NULL,0,,MA,0
19260004017,2021-01-03 18:30:00.0000000,FC21000029,Male,Black,37,Thin,Dreadlocks,Not of Hispanic Origin,Dark Brown,0,No License - Record Only,MA,0
19260023856,2021-01-03 18:30:00.0000000,FC21000029,Female,Black,37,Thin,NULL,Not of Hispanic Origin,NULL,0,Class D,MA,0
19260146223,2021-01-03 21:30:00.0000000,FC21000030,Male,Black,22,NULL,NULL,Unknown,NULL,0,Class D,MA,0
19260147837,2021-01-03 21:30:00.0000000,FC21000030,Male,Black,24,NULL,NULL,Not of Hispanic Origin,NULL,0,,NULL,0
19260146275,2021-01-03 16:41:00.0000000,FC21000031,Male,Black,43,Medium,NULL,Not of Hispanic Origin,NULL,0,Class D,MA,0
19260268525,2021-01-03 21:45:00.0000000,FC21000032,Male,Black,22,NULL,NULL,Not of Hispanic Origin,NULL,0,Class D,MA,0
19260270097,2021-01-03 21:45:00.0000000,FC21000032,Male,Black,29,Medium,NULL,Not of Hispanic Origin,NULL,0,,MA,0
19260244869,2021-01-03 22:48:00.0000000,FC21000033,Male,Black,26,Medium,Twists,Not of Hispanic Origin,Medium Brown,0,ID Only - Never had Personal Driver License,MA,0
19260359453,2021-01-03 23:30:00.0000000,FC21000034,Female,Unknown,21,NULL,NULL,NULL,NULL,0,,NULL,NULL
19260360170,2021-01-03 23:30:00.0000000,FC21000034,Male,Black,20,NULL,NULL,NULL,NULL,0,,NULL,1
19260360489,2021-01-03 23:30:00.0000000,FC21000034,Male,Black,24,Medium,NULL,Hispanic Origin,NULL,0,,MA,1
19260361486,2021-01-03 23:30:00.0000000,FC21000034,Male,Black,20,Thin,Braided,NULL,Medium Brown,0,,MA,1
19260361693,2021-01-03 23:30:00.0000000,FC21000034,Male,White,21,Heavy,NULL,Hispanic Origin,NULL,0,,MA,1
19260380156,2021-01-03 23:30:00.0000000,FC21000034,Male,White,24,NULL,NULL,Hispanic Origin,NULL,0,Class D,MA,0
19260428372,2021-01-03 23:30:00.0000000,FC21000034,Female,Unknown,30,NULL,NULL,Unknown,NULL,0,,NULL,1
19261021681,2021-01-04 08:12:00.0000000,FC21000035,Male,White,41,Medium,Short,Not of Hispanic Origin,Light,0,Class D,MA,0
19261037159,2021-01-04 11:00:00.0000000,FC21000036,Male,Black,25,Medium,Afro,Not of Hispanic Origin,NULL,0,,MA,1
19261058141,2021-01-04 11:00:00.0000000,FC21000036,Male,Black,27,NULL,NULL,Not of Hispanic Origin,NULL,0,No License - Record Only,MA,1
19261250581,2021-01-04 10:05:00.0000000,FC21000037,Male,White,20,Medium,NULL,Hispanic Origin,NULL,0,ID Only - Never had Personal Driver License,MA,0
19261329204,2021-01-04 10:50:00.0000000,FC21000038,Male,Black,34,Medium,NULL,Not of Hispanic Origin,NULL,0,Class D,MA,0
19261924132,2021-01-04 13:45:00.0000000,FC21000039,Male,White,30,Medium,Short,NULL,Light,0,,MA,1
19262209161,2021-01-04 16:00:00.0000000,FC21000040,Male,Black,28,Thin,NULL,Not of Hispanic Origin,NULL,0,Class D,MA,0
19262211691,2021-01-04 16:00:00.0000000,FC21000040,Female,Black,26,Medium,NULL,Not of Hispanic Origin,NULL,0,ID Only - Never had Personal Driver License,MA,0
19262348825,2021-01-04 17:00:00.0000000,FC21000041,Female,White,38,NULL,NULL,Not of Hispanic Origin,NULL,0,Class D,MA,0
19262413020,2021-01-04 16:41:00.0000000,FC21000042,Male,Black,28,Thin,NULL,Not of Hispanic Origin,NULL,0,,MA,1
19262413653,2021-01-04 16:41:00.0000000,FC21000042,Male,Black,30,Medium,NULL,Not of Hispanic Origin,NULL,0,,MA,NULL
19262553798,2021-01-04 00:00:00.0000000,FC21000043,Male,Black,30,Medium,Bald or Balding,Not of Hispanic Origin,Light Brown,0,"ID - Had a License, now has ID",MA,1
19262559407,2021-01-04 00:00:00.0000000,FC21000043,Female,Black,30,NULL,NULL,NULL,NULL,0,,MA,NULL
19262607947,2021-01-04 17:45:00.0000000,FC21000044,Male,Black,24,Medium,NULL,Hispanic Origin,NULL,0,,MA,1
19262608437,2021-01-04 17:45:00.0000000,FC21000044,Female,White,49,Thin,NULL,Not of Hispanic Origin,NULL,0,,MA,NULL
19262624194,2021-01-04 17:45:00.0000000,FC21000044,Female,Unknown,24,NULL,NULL,Hispanic Origin,NULL,0,Class D,MA,0
19262653981,2021-01-04 17:30:00.0000000,FC21000045,Male,White,40,Heavy,Short,Not of Hispanic Origin,NULL,0,,MA,1
19262658156,2021-01-04 17:30:00.0000000,FC21000045,Male,Unknown,32,NULL,NULL,Unknown,NULL,0,,NULL,NULL
19262651340,2021-01-04 19:30:00.0000000,FC21000046,Male,NULL,31,NULL,NULL,NULL,NULL,0,,NULL,1
19262644295,2021-01-04 18:50:00.0000000,FC21000047,Male,Black,26,Thin,NULL,Not of Hispanic Origin,NULL,0,ID Only - Never had Personal Driver License,MA,0
19262647624,2021-01-04 16:17:00.0000000,FC21000048,Male,Asian,39,Thin,Crew Cut,Not of Hispanic Origin,Medium,0,,MA,0
19262650148,2021-01-04 16:17:00.0000000,FC21000048,Male,Black,21,Thin,NULL,Not of Hispanic Origin,NULL,0,,MA,0
19262653874,2021-01-04 16:17:00.0000000,FC21000048,Male,Black,19,NULL,NULL,Not of Hispanic Origin,NULL,0,Class D,MA,0
19262653032,2021-01-04 18:45:00.0000000,FC21000049,Female,Black,34,NULL,NULL,Unknown,NULL,0,,NULL,0
19262649811,2021-01-04 18:45:00.0000000,FC21000049,Male,Black,34,Medium,NULL,Not of Hispanic Origin,NULL,0,,MA,1
19262669584,2021-01-04 19:50:00.0000000,FC21000050,Male,Black,29,Medium,NULL,Not of Hispanic Origin,NULL,0,,MA,0
19262681861,2021-01-04 17:30:00.0000000,FC21000051,Female,White,33,Medium,NULL,Not of Hispanic Origin,NULL,0,,MA,1
19262768916,2021-01-04 20:10:00.0000000,FC21000052,Male,Black,22,Thin,NULL,Not of Hispanic Origin,NULL,0,,MA,0
19262770423,2021-01-04 20:10:00.0000000,FC21000052,Male,Black,29,Unknown,NULL,Not of Hispanic Origin,NULL,0,,MA,0
19262699311,2021-01-04 14:38:00.0000000,FC21000053,Male,Black,19,Thin,NULL,Hispanic Origin,NULL,0,ID Only - Never had Personal Driver License,MA,0
19262716080,2021-01-04 14:38:00.0000000,FC21000053,Male,Black,24,Thin,NULL,Not of Hispanic Origin,NULL,0,,MA,0
19262863055,2021-01-04 17:00:00.0000000,FC21000054,Male,Black,32,Medium,Braided,Unknown,NULL,0,Class D,MA,1
19262864326,2021-01-04 17:00:00.0000000,FC21000054,Male,Black,31,Medium,NULL,Not of Hispanic Origin,NULL,0,,MA,0
19262914901,2021-01-04 22:15:00.0000000,FC21000055,Male,Black,28,Thin,NULL,Not of Hispanic Origin,NULL,0,,MA,1
19262979251,2021-01-03 19:33:00.0000000,FC21000056,Female,Black,56,NULL,NULL,Unknown,NULL,0,,MA,0
19263363904,2021-01-05 00:25:00.0000000,FC21000057,Male,Black,33,Medium,Dreadlocks,NULL,Light Brown,0,,MA,NULL
19263363904,2021-01-05 00:25:00.0000000,FC21000057,Male,Black,33,Medium,Dreadlocks,NULL,Light Brown,0,,MA,1
19263373826,2021-01-05 03:21:00.0000000,FC21000058,Male,White,35,NULL,NULL,Not of Hispanic Origin,NULL,0,Class D,MA,NULL
19263375085,2021-01-05 03:21:00.0000000,FC21000058,Male,Black,44,Unknown,NULL,Not of Hispanic Origin,NULL,0,,MA,1
19263409873,2021-01-05 03:08:00.0000000,FC21000059,Female,White,42,Medium,NULL,Not of Hispanic Origin,NULL,0,Class D,MA,1
19263415896,2021-01-05 03:08:00.0000000,FC21000059,Female,White,47,Stocky,NULL,Not of Hispanic Origin,NULL,0,Class D,MA,1
19263436891,2021-01-05 02:00:00.0000000,FC21000060,Male,Black,23,Thin,NULL,Not of Hispanic Origin,NULL,0,Class D,MA,0
19263437778,2021-01-05 02:00:00.0000000,FC21000060,Male,Black,20,Thin,NULL,Not of Hispanic Origin,NULL,0,ID Only - Never had Personal Driver License,MA,0
19263440466,2021-01-05 02:00:00.0000000,FC21000060,Male,Black,29,Medium,NULL,Not of Hispanic Origin,NULL,0,Class D,MA,0
19265042409,2021-01-04 20:28:00.0000000,FC21000062,Male,Black,44,Thin,NULL,Not of Hispanic Origin,Medium,0,,MA,1
19265043082,2021-01-04 20:28:00.0000000,FC21000062,Female,White,34,NULL,NULL,Not of Hispanic Origin,NULL,0,,NULL,1
19265048051,2021-01-04 22:10:00.0000000,FC21000063,Male,Black,30,Medium,Short,Not of Hispanic Origin,Dark Brown,0,Class D,MA,0
19265100118,2021-01-05 16:35:00.0000000,FC21000064,Male,Black,49,NULL,NULL,Not of Hispanic Origin,NULL,0,Class D,MA,NULL
19265100118,2021-01-05 16:35:00.0000000,FC21000064,Male,Black,49,NULL,NULL,Not of Hispanic Origin,NULL,0,Class D,MA,0
19265104557,2021-01-05 16:20:00.0000000,FC21000065,Male,Black,40,Medium,Curly,Not of Hispanic Origin,Brown,0,,MA,0
19265734198,2021-01-05 18:09:00.0000000,FC21000066,Male,Black,20,Thin,Afro,NULL,Medium Brown,0,Class D,MA,1
19265739370,2021-01-05 18:09:00.0000000,FC21000066,Male,Black,19,Thin,Afro,Not of Hispanic Origin,Light Brown,0,,MA,0
19265762564,2021-01-05 21:24:00.0000000,FC21000067,Male,Black,29,Thin,NULL,Not of Hispanic Origin,NULL,0,,MA,1
19265763768,2021-01-05 21:24:00.0000000,FC21000067,Male,Black,25,Thin,NULL,Not of Hispanic Origin,NULL,0,,MA,1
19265900024,2021-01-05 22:16:00.0000000,FC21000068,Female,Black,23,Average,Braided,Unknown,NULL,0,Class D,MA,0
19265905522,2021-01-05 22:23:00.0000000,FC21000069,Female,Other,30,NULL,NULL,NULL,NULL,0,,MA,0
19265969898,2021-01-05 22:30:00.0000000,FC21000070,Male,Black,33,Stocky,Dreadlocks,NULL,Dark Brown,0,,MA,0
19266347999,2021-01-05 08:26:00.0000000,FC21000071,Male,Black,32,Medium,NULL,Not of Hispanic Origin,NULL,0,,MA,1
19266427635,2021-01-06 00:26:00.0000000,FC21000072,Male,Black,20,Thin,Braided,Not of Hispanic Origin,Medium Brown,0,,MA,1
19266428098,2021-01-06 00:26:00.0000000,FC21000072,Male,Black,21,Medium,NULL,Not of Hispanic Origin,NULL,0,Class D,MA,1
19266429143,2021-01-06 00:26:00.0000000,FC21000072,Male,Black,21,Medium,Short,Not of Hispanic Origin,Dark,0,None,OTH,1
19266429430,2021-01-06 00:26:00.0000000,FC21000072,Male,Black,22,NULL,NULL,Not of Hispanic Origin,NULL,0,Class D,MA,1
19266429653,2021-01-06 00:26:00.0000000,FC21000072,Male,Black,22,NULL,NULL,Not of Hispanic Origin,NULL,0,Class D,MA,1
19266468291,2021-01-06 02:21:00.0000000,FC21000073,Male,White,23,NULL,NULL,Not of Hispanic Origin,NULL,0,,MA,1
19266468345,2021-01-06 02:21:00.0000000,FC21000073,Female,White,55,NULL,NULL,Unknown,NULL,0,,NULL,0
19266468439,2021-01-06 02:21:00.0000000,FC21000073,Female,White,43,Medium,NULL,Not of Hispanic Origin,NULL,0,,MA,0
19266489642,2021-01-06 02:02:00.0000000,FC21000074,Male,White,34,NULL,NULL,Not of Hispanic Origin,NULL,0,,NULL,0
19266490127,2021-01-06 02:02:00.0000000,FC21000074,Female,White,45,Medium,Curly,Hispanic Origin,Light Brown,0,,MA,0
19267061675,2021-01-06 10:15:00.0000000,FC21000075,Male,White,60,Thin,NULL,Hispanic Origin,NULL,0,,MA,0
19267090054,2021-01-06 10:15:00.0000000,FC21000075,Male,White,26,NULL,NULL,Not of Hispanic Origin,NULL,0,,MA,0
19267216541,2021-01-06 11:30:00.0000000,FC21000076,Male,Black,27,Thin,NULL,Not of Hispanic Origin,NULL,0,Class D,MA,0
19267507731,2021-01-06 00:00:00.0000000,FC21000077,Male,White,38,Heavy,Curly,NULL,Medium,0,,MA,1
19267548341,2021-01-06 11:00:00.0000000,FC21000078,Male,Black,58,NULL,NULL,Unknown,NULL,0,Class D,MA,0
19267597354,2021-01-06 13:20:00.0000000,FC21000079,Male,Black,27,Stocky,Braided,NULL,Dark Brown,0,Class D,MA,0
19267598525,2021-01-06 13:20:00.0000000,FC21000079,Male,Black,40,Medium,Short,NULL,Medium Brown,0,,MA,0
19267599588,2021-01-06 13:20:00.0000000,FC21000079,Male,Black,40,Medium,NULL,Not of Hispanic Origin,NULL,0,,MA,0
19267598951,2021-01-06 12:10:00.0000000,FC21000080,Male,White,28,Medium,Short,Not of Hispanic Origin,Medium,0,,MA,1
19267782949,2021-01-06 14:02:00.0000000,FC21000081,Male,Black,40,NULL,NULL,Unknown,NULL,0,Other: Suspended,MA,1
19267921102,2021-01-06 14:03:00.0000000,FC21000082,Male,White,50,NULL,NULL,Not of Hispanic Origin,NULL,0,Class D,MA,0
19267921305,2021-01-06 14:03:00.0000000,FC21000082,Male,White,63,Medium,NULL,Not of Hispanic Origin,NULL,0,,MA,0
19268420761,2021-01-06 18:00:00.0000000,FC21000083,Female,Black,19,Medium,NULL,Not of Hispanic Origin,NULL,0,,MA,0
19268422052,2021-01-06 18:00:00.0000000,FC21000083,Female,Black,26,Medium,NULL,Not of Hispanic Origin,NULL,0,,MA,0
19268616774,2021-01-06 06:30:00.0000000,FC21000084,Male,Black,24,NULL,NULL,NULL,NULL,0,Class D,MA,0
19268989312,2021-01-06 20:47:00.0000000,FC21000085,Male,Black,NULL,NULL,NULL,Unknown,NULL,0,,NULL,0
19269035206,2021-01-06 20:47:00.0000000,FC21000086,Female,Black,30,Thin,NULL,Not of Hispanic Origin,NULL,0,,MA,0
19269038259,2021-01-06 20:47:00.0000000,FC21000086,Male,Black,38,Medium,NULL,Not of Hispanic Origin,NULL,0,"ID - Had a License, now has ID",MA,1
19269040611,2021-01-06 20:47:00.0000000,FC21000086,Female,Black,40,NULL,NULL,Not of Hispanic Origin,NULL,0,Class D,MA,NULL
19269059002,2021-01-06 21:00:00.0000000,FC21000087,Male,Black,17,Medium,NULL,Hispanic Origin,NULL,0,,NULL,0
19269059501,2021-01-06 21:00:00.0000000,FC21000087,Male,Unknown,22,NULL,NULL,NULL,NULL,0,,MA,0
19269379403,2021-01-07 01:55:00.0000000,FC21000088,Male,Black,20,NULL,NULL,Not of Hispanic Origin,NULL,0,Class D,MA,1
19269380145,2021-01-07 01:55:00.0000000,FC21000088,Male,Black,20,Thin,Braided,Not of Hispanic Origin,Medium Brown,0,,MA,1
19269381222,2021-01-07 01:55:00.0000000,FC21000088,Male,Black,18,Thin,NULL,Not of Hispanic Origin,NULL,0,,MA,1
19269419907,2021-01-07 00:51:00.0000000,FC21000089,Male,Black,29,NULL,NULL,NULL,NULL,0,,NULL,1
19269424189,2021-01-07 00:51:00.0000000,FC21000089,Male,Black,26,NULL,NULL,Unknown,NULL,0,,MA,1
19269502063,2021-01-07 00:22:00.0000000,FC21000090,Male,Black,55,NULL,NULL,Hispanic Origin,NULL,0,Class D,MA,0
19269512090,2021-01-07 02:18:00.0000000,FC21000091,Male,White,29,Heavy,NULL,Not of Hispanic Origin,NULL,0,Class D,MA,1
19269512137,2021-01-07 02:18:00.0000000,FC21000091,Male,White,34,Thin,NULL,Hispanic Origin,NULL,0,,MA,0
19272957856,2021-01-07 12:45:00.0000000,FC21000092,Male,White,55,Medium,NULL,Not of Hispanic Origin,NULL,0,,MA,1
19273891907,2021-01-07 17:30:00.0000000,FC21000093,Male,Black,32,Medium,NULL,Not of Hispanic Origin,Dark,0,,MA,1
19273892037,2021-01-07 17:30:00.0000000,FC21000093,Male,Black,16,Heavy,NULL,NULL,NULL,0,,MA,0
19279196436,2021-01-07 15:00:00.0000000,FC21000095,Male,Black,21,Medium,Corn Rows,NULL,Medium Brown,0,,MA,0
19279223682,2021-01-07 20:29:00.0000000,FC21000096,Female,White,34,NULL,NULL,Not of Hispanic Origin,NULL,0,,NULL,0
19279315788,2021-01-07 22:15:00.0000000,FC21000097,Male,White,40,Thin,NULL,Not of Hispanic Origin,NULL,0,,MA,1
19279731984,2021-01-08 02:20:00.0000000,FC21000098,Male,Black,23,Thin,NULL,Not of Hispanic Origin,NULL,0,,MA,0
19279880949,2021-01-08 02:13:00.0000000,FC21000099,Male,White,40,Thin,Short,NULL,Light,0,,MA,0
19292734523,2021-01-08 14:03:00.0000000,FC21000100,Female,White,26,NULL,NULL,Not of Hispanic Origin,NULL,0,,NULL,NULL
19292734523,2021-01-08 14:03:00.0000000,FC21000100,Female,White,26,NULL,NULL,Not of Hispanic Origin,NULL,0,,NULL,NULL
19292884547,2021-01-08 14:03:00.0000000,FC21000100,Male,Black,30,NULL,NULL,Unknown,NULL,0,,NULL,0
19295938221,2021-01-08 11:32:00.0000000,FC21000101,Male,White,28,Thin,Shaved Head,Not of Hispanic Origin,Light,0,,MA,1
19317649973,2021-01-08 15:10:00.0000000,FC21000102,Male,Black,37,Stocky,NULL,Hispanic Origin,NULL,0,Class D,MA,1
19317849157,2021-01-08 15:10:00.0000000,FC21000102,Male,Black,29,NULL,NULL,Hispanic Origin,NULL,0,Class D,MA,1
19319220467,2021-01-08 16:00:00.0000000,FC21000103,Male,White,19,NULL,NULL,Not of Hispanic Origin,NULL,0,Class D,MA,1
19319329025,2021-01-08 16:00:00.0000000,FC21000103,Female,White,19,NULL,NULL,Not of Hispanic Origin,NULL,0,Class D,MA,0
19320312954,2021-01-08 21:03:00.0000000,FC21000104,Male,White,30,NULL,Curly,Hispanic Origin,Light,0,Class D,MA,0
19320382001,2021-01-08 21:03:00.0000000,FC21000104,Female,Asian,24,Medium,Straight,Not of Hispanic Origin,Light Brown,0,Class D,MA,0
19320468061,2021-01-08 18:08:00.0000000,FC21000106,Male,Black,18,Medium,Short,Not of Hispanic Origin,Dark Brown,0,,MA,0
19323121279,2021-01-08 21:15:00.0000000,FC21000107,Male,Black,24,Thin,Short,Hispanic Origin,NULL,0,Class D,MA,0
19323139927,2021-01-08 21:15:00.0000000,FC21000107,Female,Black,30,Medium,NULL,Not of Hispanic Origin,NULL,0,Class D,MA,0
20293476959,2021-01-29 21:05:00.0000000,FC21000108,Male,White,63,NULL,NULL,Not of Hispanic Origin,NULL,0,Class D,MA,NULL
20293476959,2021-01-29 21:05:00.0000000,FC21000108,Male,White,63,NULL,NULL,Not of Hispanic Origin,NULL,0,Class D,MA,0
19354002837,2021-01-09 12:52:00.0000000,FC21000109,Male,Black,30,Medium,NULL,Not of Hispanic Origin,NULL,0,Class D,MA,0
19354085601,2021-01-09 13:47:00.0000000,FC21000110,Male,Black,17,NULL,NULL,Not of Hispanic Origin,NULL,0,ID Only - Never had Personal Driver License,MA,1
19354140792,2021-01-09 13:10:00.0000000,FC21000111,Male,Black,15,NULL,NULL,Unknown,NULL,0,,NULL,1
19354418338,2021-01-08 15:55:00.0000000,FC21000112,Female,White,30,Medium,Unkempt,Not of Hispanic Origin,Light,0,,MA,1
19354455922,2021-01-08 10:00:00.0000000,FC21000113,Male,Black,39,Medium,Short,Hispanic Origin,Light Brown,0,Class D,MA,0
19354456273,2021-01-08 10:00:00.0000000,FC21000113,Female,Unknown,40,NULL,NULL,Hispanic Origin,NULL,0,,NULL,0
19354535644,2021-01-09 18:29:00.0000000,FC21000114,Male,Black,24,Stocky,Bald or Balding,Not of Hispanic Origin,Light Brown,0,,MA,0
19354536375,2021-01-09 18:29:00.0000000,FC21000114,Male,Black,23,Thin,NULL,Not of Hispanic Origin,NULL,0,Class D,MA,0
19354538183,2021-01-09 18:29:00.0000000,FC21000114,Male,Black,24,Medium,NULL,Not of Hispanic Origin,NULL,0,,MA,0
19354543156,2021-01-09 18:10:00.0000000,FC21000115,Male,Black,31,Medium,NULL,Not of Hispanic Origin,Medium Brown,0,,MA,0
19357483794,2021-01-09 19:30:00.0000000,FC21000116,Male,Black,36,Medium,NULL,Not of Hispanic Origin,Light Brown,0,,MA,0
19392596419,2021-01-10 00:00:00.0000000,FC21000117,Male,White,52,NULL,NULL,Not of Hispanic Origin,NULL,0,Class D,MA,0
19425879712,2021-01-10 01:35:00.0000000,FC21000118,Male,White,24,Stocky,Braided,Hispanic Origin,Light Brown,0,Class D,MA,0
19425936996,2021-01-10 01:35:00.0000000,FC21000118,Female,Black,31,NULL,NULL,Not of Hispanic Origin,NULL,0,Class D,MA,0
19429125482,2021-01-10 00:00:00.0000000,FC21000119,Male,Black,23,Thin,NULL,Not of Hispanic Origin,NULL,0,Class D,MA,1
19480052912,2021-01-10 11:25:00.0000000,FC21000120,Male,Black,52,Muscular,NULL,Not of Hispanic Origin,NULL,0,Class D,MA,0
19484619176,2021-01-10 11:50:00.0000000,FC21000121,Female,White,44,NULL,NULL,Not of Hispanic Origin,NULL,0,Class D,MA,1
19486636240,2021-01-10 09:19:00.0000000,FC21000122,Male,White,42,Medium,NULL,Not of Hispanic Origin,NULL,0,,MA,1
19486656405,2021-01-10 09:19:00.0000000,FC21000122,Male,White,56,NULL,NULL,Unknown,NULL,0,,NULL,1
19551880481,2021-01-10 18:41:00.0000000,FC21000123,Male,Black,41,Stocky,Short,Hispanic Origin,NULL,0,,MA,0
19552593433,2021-01-10 18:41:00.0000000,FC21000123,Female,White,30,NULL,NULL,Not of Hispanic Origin,NULL,0,,MA,0
19552686736,2021-01-10 18:41:00.0000000,FC21000123,Male,White,63,NULL,NULL,Hispanic Origin,NULL,0,,NULL,0
